,c_uniqueUnitID,between_days,DataType
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-02-19,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-02-20,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-02-21,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-02-22,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-02-23,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-02-24,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-02-25,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-02-26,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-02-27,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-02-28,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-01,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-02,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-03,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-04,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-05,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-06,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-07,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-08,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-09,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-10,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-11,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-12,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-13,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-14,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-15,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-16,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-17,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-18,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-19,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-20,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-21,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-22,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-23,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-24,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-25,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-26,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-27,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-28,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-29,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-30,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-03-31,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-01,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-02,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-03,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-04,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-05,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-06,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-07,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-08,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-09,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-10,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-11,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-12,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-13,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-14,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-15,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-16,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-17,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-18,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-19,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-20,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-21,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-22,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-23,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-24,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-25,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-26,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-27,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-28,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-29,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-04-30,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-01,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-02,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-03,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-04,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-05,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-06,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-07,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-08,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-09,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-10,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-11,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-12,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-13,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-14,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-15,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-16,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-17,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-18,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-19,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-20,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-21,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-22,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-23,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-24,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-25,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-26,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-27,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-28,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-29,acoustic
34,2018_BRP_CCB_S1074_Dep27_20180213_PU0202_FD03186,2018-05-30,acoustic
